Zonal_Dir,LON,Merdian_Dir,LAT,P2021_2050,Stat_sig_50,P2041_2070,Stat_sig_70,P2070_2099,Stat_sig_99
1,0.0000,1,-87.8640,2.266,3,3.514,3,6.079,3
1,0.0000,2,-85.0970,2.291,3,3.498,3,6.054,3
1,0.0000,3,-82.3130,2.267,3,3.500,3,5.934,3
1,0.0000,4,-79.5260,2.233,3,3.488,3,5.903,3
1,0.0000,5,-76.7370,2.089,3,3.294,3,5.625,3
1,0.0000,6,-73.9480,1.935,3,2.991,3,5.079,3
1,0.0000,7,-71.1580,2.022,3,2.984,3,4.938,3
1,0.0000,8,-68.3680,2.218,3,3.237,3,5.256,3
1,0.0000,9,-65.5780,1.982,3,3.008,3,4.860,3
1,0.0000,10,-62.7870,1.707,3,2.654,3,4.197,3
1,0.0000,11,-59.9970,1.413,3,2.246,3,3.529,3
1,0.0000,12,-57.2070,1.167,3,1.883,3,2.993,3
1,0.0000,13,-54.4160,1.056,3,1.717,3,2.742,3
1,0.0000,14,-51.6260,1.113,3,1.813,3,2.951,3
1,0.0000,15,-48.8350,1.300,3,2.080,3,3.419,3
1,0.0000,16,-46.0450,1.493,3,2.343,3,3.852,3
1,0.0000,17,-43.2540,1.621,3,2.542,3,4.159,3
1,0.0000,18,-46.0450,1.689,3,2.622,3,4.276,3
1,0.0000,19,-37.6730,1.647,3,2.568,3,4.244,3
1,0.0000,20,-34.8830,1.519,3,2.410,3,4.020,3
1,0.0000,21,-32.0920,1.403,3,2.237,3,3.741,3
1,0.0000,22,-29.3010,1.323,3,2.126,3,3.570,3
1,0.0000,23,-26.5110,1.323,3,2.098,3,3.549,3
1,0.0000,24,-23.7200,1.374,3,2.140,3,3.632,3
1,0.0000,25,-20.9300,1.457,3,2.263,3,3.849,3
1,0.0000,26,-18.1390,1.546,3,2.415,3,4.116,3
1,0.0000,27,-15.3480,1.617,3,2.540,3,4.345,3
1,0.0000,28,-12.5580,1.651,3,2.614,3,4.469,3
1,0.0000,29,-9.7670,1.661,3,2.648,3,4.522,3
1,0.0000,30,-6.9770,1.671,3,2.689,3,4.603,3
1,0.0000,31,-4.1860,1.728,3,2.791,3,4.778,3
1,0.0000,32,-1.3950,1.755,3,2.841,3,4.860,3
1,0.0000,33,1.3950,1.738,3,2.810,3,4.808,3
1,0.0000,34,4.1860,1.760,3,2.851,3,4.885,3
1,0.0000,35,6.9770,2.054,3,3.346,3,5.847,3
1,0.0000,36,9.7670,2.230,3,3.632,3,6.406,3
1,0.0000,37,12.5580,2.330,3,3.836,3,6.828,3
1,0.0000,38,15.3480,2.568,3,4.184,3,7.341,3
1,0.0000,39,18.1390,2.763,3,4.490,3,7.778,3
1,0.0000,40,20.9300,2.894,3,4.705,3,8.058,3
1,0.0000,41,23.7200,3.021,3,4.881,3,8.314,3
1,0.0000,42,26.5110,3.003,3,4.890,3,8.360,3
1,0.0000,43,29.3010,2.925,3,4.724,3,8.121,3
1,0.0000,44,32.0920,2.822,3,4.574,3,7.970,3
1,0.0000,45,34.8830,2.602,3,4.254,3,7.410,3
1,0.0000,46,37.6730,2.129,3,3.469,3,5.941,3
1,0.0000,47,40.4640,2.415,3,3.928,3,6.817,3
1,0.0000,48,43.2540,2.403,3,3.904,3,6.892,3
1,0.0000,49,46.0450,2.246,3,3.564,3,6.250,3
1,0.0000,50,48.8350,2.103,3,3.304,3,5.692,3
1,0.0000,51,51.6260,1.980,3,3.093,3,5.148,3
1,0.0000,52,54.4160,1.794,3,2.813,3,4.487,3
1,0.0000,53,57.2070,1.700,3,2.647,3,4.078,3
1,0.0000,54,59.9970,1.669,3,2.595,3,3.861,3
1,0.0000,55,62.7870,1.714,3,2.695,3,3.974,3
1,0.0000,56,65.5780,1.783,3,2.901,3,4.369,3
1,0.0000,57,68.3680,1.849,3,3.126,3,5.058,3
1,0.0000,58,71.1580,2.141,3,3.669,3,6.340,3
1,0.0000,59,73.9480,2.712,3,4.843,3,8.332,3
1,0.0000,60,76.7370,3.505,3,6.390,3,10.685,3
1,0.0000,61,79.5260,3.920,3,7.163,3,12.230,3
1,0.0000,62,82.3130,4.354,3,7.509,3,12.797,3
1,0.0000,63,85.0970,4.552,3,7.621,3,13.052,3
1,0.0000,64,87.8640,4.553,3,7.580,3,13.249,3
2,2.8125,1,-87.8640,2.270,3,3.518,3,6.090,3
2,2.8125,2,-85.0970,2.299,3,3.494,3,6.047,3
2,2.8125,3,-82.3130,2.279,3,3.511,3,5.956,3
2,2.8125,4,-79.5260,2.254,3,3.528,3,5.957,3
2,2.8125,5,-76.7370,2.097,3,3.328,3,5.672,3
2,2.8125,6,-73.9480,1.934,3,3.019,3,5.118,3
2,2.8125,7,-71.1580,1.966,3,2.916,3,4.837,3
2,2.8125,8,-68.3680,2.154,3,3.114,3,5.062,3
2,2.8125,9,-65.5780,1.973,3,2.982,3,4.819,3
2,2.8125,10,-62.7870,1.683,3,2.620,3,4.155,3
2,2.8125,11,-59.9970,1.394,3,2.221,3,3.498,3
2,2.8125,12,-57.2070,1.153,3,1.853,3,2.955,3
2,2.8125,13,-54.4160,1.042,3,1.687,3,2.713,3
2,2.8125,14,-51.6260,1.110,3,1.797,3,2.935,3
2,2.8125,15,-48.8350,1.298,3,2.059,3,3.391,3
2,2.8125,16,-46.0450,1.495,3,2.325,3,3.827,3
2,2.8125,17,-43.2540,1.643,3,2.566,3,4.213,3
2,2.8125,18,-46.0450,1.699,3,2.632,3,4.325,3
2,2.8125,19,-37.6730,1.642,3,2.567,3,4.282,3
2,2.8125,20,-34.8830,1.527,3,2.417,3,4.061,3
2,2.8125,21,-32.0920,1.417,3,2.251,3,3.785,3
2,2.8125,22,-29.3010,1.348,3,2.152,3,3.637,3
2,2.8125,23,-26.5110,1.373,3,2.150,3,3.644,3
2,2.8125,24,-23.7200,1.408,3,2.183,3,3.702,3
2,2.8125,25,-20.9300,1.479,3,2.307,3,3.924,3
2,2.8125,26,-18.1390,1.559,3,2.448,3,4.173,3
2,2.8125,27,-15.3480,1.621,3,2.548,3,4.359,3
2,2.8125,28,-12.5580,1.639,3,2.598,3,4.445,3
2,2.8125,29,-9.7670,1.645,3,2.639,3,4.519,3
2,2.8125,30,-6.9770,1.672,3,2.703,3,4.635,3
2,2.8125,31,-4.1860,1.734,3,2.800,3,4.800,3
2,2.8125,32,-1.3950,1.761,3,2.849,3,4.882,3
2,2.8125,33,1.3950,1.751,3,2.826,3,4.844,3
2,2.8125,34,4.1860,1.734,3,2.814,3,4.828,3
2,2.8125,35,6.9770,2.019,3,3.266,3,5.668,3
2,2.8125,36,9.7670,2.211,3,3.591,3,6.288,3
2,2.8125,37,12.5580,2.293,3,3.758,3,6.670,3
2,2.8125,38,15.3480,2.530,3,4.127,3,7.202,3
2,2.8125,39,18.1390,2.695,3,4.403,3,7.583,3
2,2.8125,40,20.9300,2.856,3,4.618,3,7.883,3
2,2.8125,41,23.7200,2.978,3,4.782,3,8.163,3
2,2.8125,42,26.5110,2.976,3,4.809,3,8.217,3
2,2.8125,43,29.3010,2.882,3,4.668,3,7.972,3
2,2.8125,44,32.0920,2.789,3,4.454,3,7.706,3
2,2.8125,45,34.8830,2.612,3,4.205,3,7.340,3
2,2.8125,46,37.6730,2.057,3,3.329,3,5.705,3
2,2.8125,47,40.4640,2.067,3,3.338,3,5.707,3
2,2.8125,48,43.2540,2.322,3,3.748,3,6.516,3
2,2.8125,49,46.0450,2.347,3,3.747,3,6.574,3
2,2.8125,50,48.8350,2.181,3,3.441,3,5.970,3
2,2.8125,51,51.6260,2.010,3,3.144,3,5.214,3
2,2.8125,52,54.4160,1.836,3,2.873,3,4.562,3
2,2.8125,53,57.2070,1.813,3,2.818,3,4.362,3
2,2.8125,54,59.9970,1.818,3,2.828,3,4.297,3
2,2.8125,55,62.7870,1.805,3,2.826,3,4.230,3
2,2.8125,56,65.5780,1.820,3,2.934,3,4.463,3
2,2.8125,57,68.3680,1.839,3,3.136,3,5.079,3
2,2.8125,58,71.1580,2.108,3,3.642,3,6.245,3
2,2.8125,59,73.9480,2.657,3,4.673,3,7.989,3
2,2.8125,60,76.7370,3.484,3,6.192,3,10.214,3
2,2.8125,61,79.5260,4.004,3,7.202,3,12.159,3
2,2.8125,62,82.3130,4.397,3,7.563,3,12.888,3
2,2.8125,63,85.0970,4.550,3,7.618,3,13.062,3
2,2.8125,64,87.8640,4.555,3,7.576,3,13.236,3
3,5.6250,1,-87.8640,2.274,3,3.522,3,6.095,3
3,5.6250,2,-85.0970,2.309,3,3.496,3,6.046,3
3,5.6250,3,-82.3130,2.289,3,3.519,3,5.977,3
3,5.6250,4,-79.5260,2.277,3,3.566,3,6.011,3
3,5.6250,5,-76.7370,2.112,3,3.355,3,5.711,3
3,5.6250,6,-73.9480,1.938,3,3.038,3,5.163,3
3,5.6250,7,-71.1580,1.943,3,2.884,3,4.766,3
3,5.6250,8,-68.3680,2.145,3,3.070,3,4.973,3
3,5.6250,9,-65.5780,1.966,3,2.960,3,4.780,3
3,5.6250,10,-62.7870,1.672,3,2.604,3,4.129,3
3,5.6250,11,-59.9970,1.374,3,2.198,3,3.465,3
3,5.6250,12,-57.2070,1.137,3,1.831,3,2.924,3
3,5.6250,13,-54.4160,1.024,3,1.655,3,2.675,3
3,5.6250,14,-51.6260,1.107,3,1.785,3,2.926,3
3,5.6250,15,-48.8350,1.300,3,2.054,3,3.386,3
3,5.6250,16,-46.0450,1.515,3,2.349,3,3.859,3
3,5.6250,17,-43.2540,1.671,3,2.591,3,4.246,3
3,5.6250,18,-46.0450,1.713,3,2.639,3,4.362,3
3,5.6250,19,-37.6730,1.648,3,2.569,3,4.313,3
3,5.6250,20,-34.8830,1.554,3,2.442,3,4.115,3
3,5.6250,21,-32.0920,1.447,3,2.279,3,3.832,3
3,5.6250,22,-29.3010,1.392,3,2.189,3,3.699,3
3,5.6250,23,-26.5110,1.404,3,2.169,3,3.674,3
3,5.6250,24,-23.7200,1.425,3,2.205,3,3.745,3
3,5.6250,25,-20.9300,1.498,3,2.345,3,3.997,3
3,5.6250,26,-18.1390,1.562,3,2.473,3,4.219,3
3,5.6250,27,-15.3480,1.609,3,2.555,3,4.376,3
3,5.6250,28,-12.5580,1.630,3,2.598,3,4.458,3
3,5.6250,29,-9.7670,1.642,3,2.639,3,4.546,3
3,5.6250,30,-6.9770,1.683,3,2.715,3,4.675,3
3,5.6250,31,-4.1860,1.733,3,2.794,3,4.806,3
3,5.6250,32,-1.3950,1.760,3,2.841,3,4.882,3
3,5.6250,33,1.3950,1.758,3,2.834,3,4.873,3
3,5.6250,34,4.1860,1.784,3,2.888,3,4.977,3
3,5.6250,35,6.9770,2.017,3,3.264,3,5.693,3
3,5.6250,36,9.7670,2.208,3,3.570,3,6.227,3
3,5.6250,37,12.5580,2.280,3,3.704,3,6.581,3
3,5.6250,38,15.3480,2.506,3,4.069,3,7.115,3
3,5.6250,39,18.1390,2.680,3,4.365,3,7.487,3
3,5.6250,40,20.9300,2.858,3,4.581,3,7.764,3
3,5.6250,41,23.7200,2.920,3,4.680,3,7.986,3
3,5.6250,42,26.5110,2.896,3,4.665,3,7.990,3
3,5.6250,43,29.3010,2.816,3,4.557,3,7.778,3
3,5.6250,44,32.0920,2.717,3,4.317,3,7.471,3
3,5.6250,45,34.8830,2.582,3,4.128,3,7.198,3
3,5.6250,46,37.6730,2.081,3,3.358,3,5.785,3
3,5.6250,47,40.4640,1.984,3,3.186,3,5.443,3
3,5.6250,48,43.2540,2.216,3,3.564,3,6.149,3
3,5.6250,49,46.0450,2.388,3,3.812,3,6.671,3
3,5.6250,50,48.8350,2.217,3,3.503,3,6.066,3
3,5.6250,51,51.6260,2.102,3,3.287,3,5.474,3
3,5.6250,52,54.4160,1.951,3,3.048,3,4.829,3
3,5.6250,53,57.2070,1.997,3,3.103,3,4.811,3
3,5.6250,54,59.9970,2.114,3,3.296,3,5.110,3
3,5.6250,55,62.7870,2.037,3,3.177,3,4.814,3
3,5.6250,56,65.5780,1.920,3,3.053,3,4.581,3
3,5.6250,57,68.3680,1.904,3,3.207,3,5.081,3
3,5.6250,58,71.1580,2.173,3,3.744,3,6.244,3
3,5.6250,59,73.9480,2.711,3,4.677,3,7.849,3
3,5.6250,60,76.7370,3.546,3,6.118,3,9.915,3
3,5.6250,61,79.5260,4.072,3,7.208,3,12.028,3
3,5.6250,62,82.3130,4.457,3,7.646,3,12.990,3
3,5.6250,63,85.0970,4.563,3,7.632,3,13.085,3
3,5.6250,64,87.8640,4.558,3,7.574,3,13.232,3
4,8.4375,1,-87.8640,2.280,3,3.528,3,6.104,3
4,8.4375,2,-85.0970,2.317,3,3.500,3,6.057,3
4,8.4375,3,-82.3130,2.296,3,3.523,3,6.003,3
4,8.4375,4,-79.5260,2.292,3,3.589,3,6.051,3
4,8.4375,5,-76.7370,2.155,3,3.401,3,5.795,3
4,8.4375,6,-73.9480,1.963,3,3.074,3,5.233,3
4,8.4375,7,-71.1580,1.923,3,2.872,3,4.743,3
4,8.4375,8,-68.3680,2.144,3,3.049,3,4.925,3
4,8.4375,9,-65.5780,1.963,3,2.941,3,4.745,3
4,8.4375,10,-62.7870,1.666,3,2.589,3,4.105,3
4,8.4375,11,-59.9970,1.347,3,2.154,3,3.415,3
4,8.4375,12,-57.2070,1.117,3,1.795,3,2.880,3
4,8.4375,13,-54.4160,1.006,3,1.620,3,2.636,3
4,8.4375,14,-51.6260,1.088,3,1.743,3,2.885,3
4,8.4375,15,-48.8350,1.304,3,2.038,3,3.369,3
4,8.4375,16,-46.0450,1.536,3,2.354,3,3.876,3
4,8.4375,17,-43.2540,1.692,3,2.596,3,4.274,3
4,8.4375,18,-46.0450,1.715,3,2.632,3,4.380,3
4,8.4375,19,-37.6730,1.659,3,2.578,3,4.351,3
4,8.4375,20,-34.8830,1.594,3,2.478,3,4.170,3
4,8.4375,21,-32.0920,1.467,3,2.280,3,3.833,3
4,8.4375,22,-29.3010,1.405,3,2.180,3,3.692,3
4,8.4375,23,-26.5110,1.419,3,2.180,3,3.710,3
4,8.4375,24,-23.7200,1.468,3,2.267,3,3.865,3
4,8.4375,25,-20.9300,1.527,3,2.393,3,4.083,3
4,8.4375,26,-18.1390,1.574,3,2.500,3,4.254,3
4,8.4375,27,-15.3480,1.617,3,2.582,3,4.402,3
4,8.4375,28,-12.5580,1.646,3,2.615,3,4.489,3
4,8.4375,29,-9.7670,1.654,3,2.633,3,4.552,3
4,8.4375,30,-6.9770,1.682,3,2.694,3,4.654,3
4,8.4375,31,-4.1860,1.728,3,2.788,3,4.812,3
4,8.4375,32,-1.3950,1.815,3,2.936,3,5.033,3
4,8.4375,33,1.3950,1.809,3,2.926,3,5.023,3
4,8.4375,34,4.1860,1.909,3,3.088,3,5.302,3
4,8.4375,35,6.9770,2.097,3,3.377,3,5.869,3
4,8.4375,36,9.7670,2.223,3,3.597,3,6.267,3
4,8.4375,37,12.5580,2.303,3,3.750,3,6.625,3
4,8.4375,38,15.3480,2.511,3,4.084,3,7.107,3
4,8.4375,39,18.1390,2.673,3,4.321,3,7.396,3
4,8.4375,40,20.9300,2.854,3,4.533,3,7.677,3
4,8.4375,41,23.7200,2.849,3,4.519,3,7.734,3
4,8.4375,42,26.5110,2.798,3,4.467,3,7.658,3
4,8.4375,43,29.3010,2.751,3,4.418,3,7.534,3
4,8.4375,44,32.0920,2.642,3,4.191,3,7.257,3
4,8.4375,45,34.8830,2.472,3,3.935,3,6.833,3
4,8.4375,46,37.6730,2.083,3,3.337,3,5.761,3
4,8.4375,47,40.4640,2.031,3,3.249,3,5.581,3
4,8.4375,48,43.2540,2.241,3,3.590,3,6.175,3
4,8.4375,49,46.0450,2.452,3,3.909,3,6.767,3
4,8.4375,50,48.8350,2.275,3,3.600,3,6.153,3
4,8.4375,51,51.6260,2.190,3,3.437,3,5.736,3
4,8.4375,52,54.4160,2.120,3,3.307,3,5.265,3
4,8.4375,53,57.2070,2.216,3,3.450,3,5.365,3
4,8.4375,54,59.9970,2.422,3,3.821,3,5.980,3
4,8.4375,55,62.7870,2.368,3,3.720,3,5.701,3
4,8.4375,56,65.5780,2.091,3,3.305,3,4.936,3
4,8.4375,57,68.3680,2.029,3,3.349,3,5.156,3
4,8.4375,58,71.1580,2.295,3,3.895,3,6.281,3
4,8.4375,59,73.9480,2.806,3,4.788,3,7.898,3
4,8.4375,60,76.7370,3.671,3,6.193,3,9.864,3
4,8.4375,61,79.5260,4.171,3,7.269,3,11.953,3
4,8.4375,62,82.3130,4.516,3,7.724,3,13.065,3
4,8.4375,63,85.0970,4.579,3,7.649,3,13.109,3
4,8.4375,64,87.8640,4.563,3,7.574,3,13.229,3
5,11.2500,1,-87.8640,2.285,3,3.534,3,6.109,3
5,11.2500,2,-85.0970,2.329,3,3.517,3,6.083,3
5,11.2500,3,-82.3130,2.308,3,3.542,3,6.044,3
5,11.2500,4,-79.5260,2.305,3,3.608,3,6.085,3
5,11.2500,5,-76.7370,2.215,3,3.456,3,5.884,3
5,11.2500,6,-73.9480,1.994,3,3.102,3,5.297,3
5,11.2500,7,-71.1580,1.903,3,2.852,3,4.706,3
5,11.2500,8,-68.3680,2.110,3,3.002,3,4.823,3
5,11.2500,9,-65.5780,1.958,3,2.920,3,4.690,3
5,11.2500,10,-62.7870,1.658,3,2.571,3,4.062,3
5,11.2500,11,-59.9970,1.343,3,2.136,3,3.379,3
5,11.2500,12,-57.2070,1.118,3,1.787,3,2.860,3
5,11.2500,13,-54.4160,0.996,3,1.599,3,2.614,3
5,11.2500,14,-51.6260,1.076,3,1.723,3,2.864,3
5,11.2500,15,-48.8350,1.293,3,2.013,3,3.345,3
5,11.2500,16,-46.0450,1.533,3,2.334,3,3.866,3
5,11.2500,17,-43.2540,1.706,3,2.612,3,4.319,3
5,11.2500,18,-46.0450,1.726,3,2.643,3,4.422,3
5,11.2500,19,-37.6730,1.707,3,2.637,3,4.444,3
5,11.2500,20,-34.8830,1.628,3,2.500,3,4.207,3
5,11.2500,21,-32.0920,1.454,3,2.240,3,3.799,3
5,11.2500,22,-29.3010,1.428,3,2.190,3,3.720,3
5,11.2500,23,-26.5110,1.449,3,2.239,3,3.810,3
5,11.2500,24,-23.7200,1.518,3,2.370,3,4.033,3
5,11.2500,25,-20.9300,1.584,3,2.520,3,4.302,3
5,11.2500,26,-18.1390,1.698,3,2.718,3,4.648,3
5,11.2500,27,-15.3480,1.748,3,2.778,3,4.761,3
5,11.2500,28,-12.5580,1.696,3,2.659,3,4.557,3
5,11.2500,29,-9.7670,1.655,3,2.590,3,4.473,3
5,11.2500,30,-6.9770,1.688,3,2.674,3,4.627,3
5,11.2500,31,-4.1860,1.838,3,2.952,3,5.079,3
5,11.2500,32,-1.3950,2.038,3,3.302,3,5.667,3
5,11.2500,33,1.3950,2.063,3,3.315,3,5.695,3
5,11.2500,34,4.1860,2.077,3,3.341,3,5.762,3
5,11.2500,35,6.9770,2.162,3,3.472,3,6.041,3
5,11.2500,36,9.7670,2.263,3,3.683,3,6.446,3
5,11.2500,37,12.5580,2.312,3,3.796,3,6.715,3
5,11.2500,38,15.3480,2.531,3,4.107,3,7.135,3
5,11.2500,39,18.1390,2.712,3,4.331,3,7.416,3
5,11.2500,40,20.9300,2.839,3,4.477,3,7.583,3
5,11.2500,41,23.7200,2.824,3,4.393,3,7.511,3
5,11.2500,42,26.5110,2.688,3,4.247,3,7.298,3
5,11.2500,43,29.3010,2.661,3,4.204,3,7.156,3
5,11.2500,44,32.0920,2.455,3,3.896,3,6.751,3
5,11.2500,45,34.8830,2.119,3,3.375,3,5.818,3
5,11.2500,46,37.6730,2.012,3,3.225,3,5.571,3
5,11.2500,47,40.4640,2.085,3,3.362,3,5.792,3
5,11.2500,48,43.2540,2.470,3,3.977,3,6.808,3
5,11.2500,49,46.0450,2.492,3,4.001,3,6.853,3
5,11.2500,50,48.8350,2.337,3,3.720,3,6.256,3
5,11.2500,51,51.6260,2.268,3,3.579,3,5.920,3
5,11.2500,52,54.4160,2.270,3,3.564,3,5.666,3
5,11.2500,53,57.2070,2.445,3,3.836,3,5.932,3
5,11.2500,54,59.9970,2.634,3,4.170,3,6.462,3
5,11.2500,55,62.7870,2.656,3,4.173,3,6.420,3
5,11.2500,56,65.5780,2.435,3,3.818,3,5.747,3
5,11.2500,57,68.3680,2.224,3,3.582,3,5.380,3
5,11.2500,58,71.1580,2.448,3,4.074,3,6.346,3
5,11.2500,59,73.9480,2.986,3,4.994,3,8.141,3
5,11.2500,60,76.7370,3.947,3,6.476,3,10.121,3
5,11.2500,61,79.5260,4.291,3,7.344,3,11.916,3
5,11.2500,62,82.3130,4.629,3,7.855,3,13.193,3
5,11.2500,63,85.0970,4.614,3,7.686,3,13.158,3
5,11.2500,64,87.8640,4.573,3,7.577,3,13.232,3
6,14.0625,1,-87.8640,2.286,3,3.537,3,6.117,3
6,14.0625,2,-85.0970,2.333,3,3.523,3,6.090,3
6,14.0625,3,-82.3130,2.329,3,3.568,3,6.100,3
6,14.0625,4,-79.5260,2.320,3,3.620,3,6.119,3
6,14.0625,5,-76.7370,2.252,3,3.506,3,5.966,3
6,14.0625,6,-73.9480,1.992,3,3.081,3,5.301,3
6,14.0625,7,-71.1580,1.891,3,2.811,3,4.667,3
6,14.0625,8,-68.3680,2.140,3,3.044,3,4.832,3
6,14.0625,9,-65.5780,1.974,3,2.922,3,4.658,3
6,14.0625,10,-62.7870,1.662,3,2.550,3,4.013,3
6,14.0625,11,-59.9970,1.332,3,2.091,3,3.324,3
6,14.0625,12,-57.2070,1.112,3,1.761,3,2.831,3
6,14.0625,13,-54.4160,0.985,3,1.564,3,2.580,3
6,14.0625,14,-51.6260,1.073,3,1.691,3,2.835,3
6,14.0625,15,-48.8350,1.297,3,1.996,3,3.344,3
6,14.0625,16,-46.0450,1.535,3,2.324,3,3.862,3
6,14.0625,17,-43.2540,1.692,3,2.572,3,4.262,3
6,14.0625,18,-46.0450,1.733,3,2.641,3,4.441,3
6,14.0625,19,-37.6730,1.752,3,2.680,3,4.530,3
6,14.0625,20,-34.8830,1.622,3,2.478,3,4.195,3
6,14.0625,21,-32.0920,1.480,3,2.259,3,3.808,3
6,14.0625,22,-29.3010,1.504,3,2.321,3,3.921,3
6,14.0625,23,-26.5110,1.690,3,2.685,3,4.563,3
6,14.0625,24,-23.7200,2.042,3,3.230,3,5.481,3
6,14.0625,25,-20.9300,2.289,3,3.684,3,6.400,3
6,14.0625,26,-18.1390,2.518,3,4.046,3,7.105,3
6,14.0625,27,-15.3480,2.431,3,3.939,3,6.928,3
6,14.0625,28,-12.5580,2.227,3,3.634,3,6.302,3
6,14.0625,29,-9.7670,2.147,3,3.598,3,6.090,3
6,14.0625,30,-6.9770,2.126,3,3.516,3,6.080,3
6,14.0625,31,-4.1860,2.124,3,3.498,3,6.070,3
6,14.0625,32,-1.3950,2.159,3,3.508,3,6.032,3
6,14.0625,33,1.3950,2.096,3,3.406,3,5.896,3
6,14.0625,34,4.1860,2.112,3,3.424,3,5.946,3
6,14.0625,35,6.9770,2.177,3,3.526,3,6.157,3
6,14.0625,36,9.7670,2.287,3,3.752,3,6.564,3
6,14.0625,37,12.5580,2.356,3,3.871,3,6.780,3
6,14.0625,38,15.3480,2.531,3,4.099,3,7.132,3
6,14.0625,39,18.1390,2.696,3,4.287,3,7.384,3
6,14.0625,40,20.9300,2.799,3,4.390,3,7.476,3
6,14.0625,41,23.7200,2.742,3,4.247,3,7.273,3
6,14.0625,42,26.5110,2.640,3,4.094,3,7.056,3
6,14.0625,43,29.3010,2.474,3,3.917,3,6.742,3
6,14.0625,44,32.0920,2.158,3,3.470,3,6.026,3
6,14.0625,45,34.8830,1.943,3,3.119,3,5.368,3
6,14.0625,46,37.6730,2.008,3,3.228,3,5.577,3
6,14.0625,47,40.4640,2.173,3,3.515,3,6.070,3
6,14.0625,48,43.2540,2.392,3,3.889,3,6.643,3
6,14.0625,49,46.0450,2.470,3,4.024,3,6.869,3
6,14.0625,50,48.8350,2.370,3,3.815,3,6.400,3
6,14.0625,51,51.6260,2.335,3,3.708,3,6.104,3
6,14.0625,52,54.4160,2.339,3,3.693,3,5.829,3
6,14.0625,53,57.2070,2.560,3,4.027,3,6.232,3
6,14.0625,54,59.9970,2.790,3,4.431,3,6.835,3
6,14.0625,55,62.7870,2.897,3,4.571,3,7.082,3
6,14.0625,56,65.5780,2.929,3,4.610,3,7.086,3
6,14.0625,57,68.3680,2.611,3,4.134,3,6.215,3
6,14.0625,58,71.1580,2.642,3,4.341,3,6.624,3
6,14.0625,59,73.9480,3.263,3,5.346,3,8.595,3
6,14.0625,60,76.7370,4.260,3,6.858,3,10.632,3
6,14.0625,61,79.5260,4.626,3,7.761,3,12.429,3
6,14.0625,62,82.3130,4.760,3,8.016,3,13.385,3
6,14.0625,63,85.0970,4.651,3,7.718,3,13.190,3
6,14.0625,64,87.8640,4.580,3,7.575,3,13.228,3
7,16.8750,1,-87.8640,2.291,3,3.543,3,6.129,3
7,16.8750,2,-85.0970,2.335,3,3.525,3,6.095,3
7,16.8750,3,-82.3130,2.344,3,3.587,3,6.134,3
7,16.8750,4,-79.5260,2.329,3,3.635,3,6.145,3
7,16.8750,5,-76.7370,2.277,3,3.543,3,6.043,3
7,16.8750,6,-73.9480,1.997,3,3.073,3,5.292,3
7,16.8750,7,-71.1580,1.869,3,2.788,3,4.634,3
7,16.8750,8,-68.3680,2.151,3,3.055,3,4.822,3
7,16.8750,9,-65.5780,1.973,3,2.906,3,4.609,3
7,16.8750,10,-62.7870,1.664,3,2.528,3,3.968,3
7,16.8750,11,-59.9970,1.328,3,2.063,3,3.290,3
7,16.8750,12,-57.2070,1.111,3,1.749,3,2.816,3
7,16.8750,13,-54.4160,0.985,3,1.552,3,2.574,3
7,16.8750,14,-51.6260,1.066,3,1.674,3,2.820,3
7,16.8750,15,-48.8350,1.284,3,1.976,3,3.322,3
7,16.8750,16,-46.0450,1.510,3,2.295,3,3.827,3
7,16.8750,17,-43.2540,1.703,3,2.590,3,4.299,3
7,16.8750,18,-46.0450,1.813,3,2.735,3,4.573,3
7,16.8750,19,-37.6730,1.805,3,2.729,3,4.577,3
7,16.8750,20,-34.8830,1.645,3,2.505,3,4.240,3
7,16.8750,21,-32.0920,1.697,3,2.625,3,4.453,3
7,16.8750,22,-29.3010,1.939,3,3.060,3,5.225,3
7,16.8750,23,-26.5110,2.320,3,3.761,3,6.482,3
7,16.8750,24,-23.7200,2.685,3,4.341,3,7.519,3
7,16.8750,25,-20.9300,2.814,3,4.541,3,7.980,3
7,16.8750,26,-18.1390,2.778,3,4.479,3,7.916,3
7,16.8750,27,-15.3480,2.610,3,4.259,3,7.522,3
7,16.8750,28,-12.5580,2.411,3,4.000,3,7.007,3
7,16.8750,29,-9.7670,2.346,3,3.930,3,6.779,3
7,16.8750,30,-6.9770,2.260,3,3.753,3,6.540,3
7,16.8750,31,-4.1860,2.200,3,3.639,3,6.316,3
7,16.8750,32,-1.3950,2.129,3,3.515,3,6.067,3
7,16.8750,33,1.3950,2.117,3,3.473,3,6.006,3
7,16.8750,34,4.1860,2.150,3,3.503,3,6.057,3
7,16.8750,35,6.9770,2.209,3,3.614,3,6.285,3
7,16.8750,36,9.7670,2.315,3,3.816,3,6.633,3
7,16.8750,37,12.5580,2.381,3,3.918,3,6.830,3
7,16.8750,38,15.3480,2.500,3,4.074,3,7.101,3
7,16.8750,39,18.1390,2.613,3,4.189,3,7.229,3
7,16.8750,40,20.9300,2.741,3,4.311,3,7.362,3
7,16.8750,41,23.7200,2.661,3,4.131,3,7.118,3
7,16.8750,42,26.5110,2.559,3,3.948,3,6.854,3
7,16.8750,43,29.3010,2.350,3,3.711,3,6.406,3
7,16.8750,44,32.0920,1.949,3,3.150,3,5.469,3
